"recording_id","label","sound_category","sound_type","initial_time","final_time","min_frequency","max_frequency","confidence_level","code_n_ind","species"
42,"Phy col","Bird","Song",18.87048,21.383742,3619.699707,8137.041992,1,1,"Phylloscopus collybita"
42,"Syl atr","Bird","Song",19.980013,23.485132,1912.258179,4644.037598,1,1,"Sylvia atricapilla"
42,"Pas dom","Bird","Call",21.80402,24.989727,2859.910889,4541.649414,1,4,"Passer domesticus"
42,"Phy col","Bird","Song",23.577593,27.8224,3496.153809,9418.518555,1,4,"Phylloscopus collybita"
42,"Pas dom","Bird","Call",27.502989,27.8224,2594.832764,4908.838867,1,1,"Passer domesticus"
42,"Oiseau sp.","Bird","Unknown",28.259489,28.713389,7719.830078,9716.435547,1,1,"Unidentified bird"
42,"Phy col","Bird","Song",31.083757,37.245031,2379.131836,7245.093262,1,4,"Phylloscopus collybita"
42,"Oiseau sp.","Bird","Unknown",32.050396,32.613568,7322.316406,11112.140625,1,1,"Unidentified bird"
42,"Syl com","Bird","Song",34.168597,35.185669,2594.832764,6943.567383,1,1,"Curruca communis"
42,"Pas dom","Bird","Call",37.110542,37.45517,2563.117432,4748.421875,1,1,"Passer domesticus"
42,"Syl atr","Bird","Song",37.749365,40.287844,1694.471069,4592.594727,1,1,"Sylvia atricapilla"
42,"Gallus gallus","Domestic animal","Unknown",39.388449,41.195644,540.396545,1537.713989,1,0,"Gallus gallus"
42,"Pic pic","Bird","Call",39.388449,40.220599,470.459106,3415.759033,0,1,"Pica pica"
42,"Phy col","Bird","Song",40.943477,45.011768,3415.759033,7884.297852,1,4,"Phylloscopus collybita"
42,"Pic pic","Bird","Call",42.305178,45.658996,1126.372559,3336.904541,0,1,"Pica pica"
42,"Par maj","Bird","Song",42.733861,43.574417,3877.811279,5186.76416,1,1,"Parus major"
42,"Oiseau sp.","Bird","Unknown",43.809773,44.641923,2825.643799,6724.956543,1,1,"Unidentified bird"
42,"Oiseau sp.","Bird","Unknown",45.331179,59.276001,5018.399902,6306.31543,1,4,"Unidentified bird"
42,"Pas dom","Bird","Call",46.365063,49.584392,2205.520752,4592.594727,1,1,"Passer domesticus"
42,"Phy col","Bird","Song",50.601464,56.165944,3000.343262,7245.093262,1,4,"Phylloscopus collybita"
42,"Par maj","Bird","Call",51.046959,54.476427,2859.910889,5975.53418,1,4,"Parus major"
42,"Pas dom","Bird","Call",51.601726,54.165421,2563.117432,4801.379883,1,4,"Passer domesticus"
42,"Syl com","Bird","Song",51.652159,52.618799,2439.278076,6797.123535,0,4,"Curruca communis"
42,"Pas dom","Bird","Call",56.964473,58.637179,2825.643799,4441.224609,1,1,"Passer domesticus"
42,"Pic pic","Bird","Call",58.95659,59.687874,790.645264,3336.904541,0,1,"Pica pica"
43,"Ort sp.","Orthoptera","Song",0,59.973663,3455.493896,5201.290039,1,1,"Orthoptera sp."
43,"Otu sco","Bird","Song",1.143156,59.477735,1086.142334,1646.337524,1,1,"Otus scops"
43,"Str alu","Bird","Song",1.328078,2.059362,607.725952,995.702026,0,1,"Strix aluco"
43,"Canis familiaris","Domestic animal","Unknown",7.111103,57.183017,185.661041,1360.50708,1,0,"Canis familiaris"
43,"Lus meg","Bird","Song",30.957673,33.336447,1803.794678,3792.338867,1,1,"Luscinia megarhynchos"
43,"Lus meg","Bird","Song",37.480387,39.363232,1476.553345,3390.273438,1,1,"Luscinia megarhynchos"
43,"Lus meg","Bird","Song",49.012814,51.887515,2264.421875,3564.870605,1,1,"Luscinia megarhynchos"
44,"Emb cal","Bird","Song",0,0.344628,4586.964844,7798.909668,0,1,"Emberiza calandra"
44,"Ala arv","Bird","Song",0,29.705245,1816.261475,8668.104492,1,4,"Alauda arvensis"
44,"Str dec","Bird","Song",0,8.035714,309.950928,604.090759,1,1,"Streptopelia decaocto"
44,"Ori ori","Bird","Song",2.429207,2.78224,1225.139404,2073.603516,1,1,"Oriolus oriolus"
44,"Emb cal","Bird","Song",3.362224,7.51457,2040.048828,9501.271484,1,4,"Emberiza calandra"
44,"Bos taurus","Domestic animal","Unknown",5.925919,7.144725,551.224243,817.775574,1,0,"Bos taurus"
44,"Pic pic","Bird","Call",6.388225,6.800097,2212.572998,3963.539551,0,1,"Pica pica"
44,"Emb cit","Bird","Song",8.565264,10.111887,4397.39209,6733.895996,1,4,"Emberiza citrinella"
44,"Gallus gallus","Domestic animal","Unknown",9.397415,11.641699,1067.907959,2040.048828,1,0,"Gallus gallus"
44,"Bos taurus","Domestic animal","Unknown",9.515093,11.608077,588.314026,1067.907959,1,0,"Bos taurus"
44,"Emb cal","Bird","Song",10.574193,12.969777,4214.619629,8898.954102,1,4,"Emberiza calandra"
44,"Lus meg","Bird","Song",12.171249,16.273162,1225.139404,1696.687988,1,4,"Luscinia megarhynchos"
44,"Str dec","Bird","Song",13.9112,18.618313,271.074707,763.799011,1,1,"Streptopelia decaocto"
44,"Cya cae","Bird","Song",14.449156,15.844478,4717.244629,9016.503906,1,4,"Cyanistes caeruleus"
44,"Oiseau sp.","Bird","Unknown",14.507995,14.995517,1667.693237,2795.262695,1,1,"Unidentified bird"
44,"Cor one","Bird","Call",15.466228,16.895173,386.467377,2320.278076,1,1,"Corvus corone"
44,"Emb cal","Bird","Song",15.760423,18.988158,3444.621338,9255.9375,1,4,"Emberiza calandra"
44,"Gallus gallus","Domestic animal","Unknown",17.054879,18.618313,542.119873,2176.753174,1,0,"Gallus gallus"
44,"Lus meg","Bird","Song",17.609646,21.930103,2107.569336,4459.81543,1,4,"Luscinia megarhynchos"
44,"Ori ori","Bird","Song",18.441796,18.887291,1201.849243,2247.642334,1,1,"Oriolus oriolus"
44,"Cya cae","Bird","Song",19.341191,22.064592,4586.964844,9377.856445,1,1,"Cyanistes caeruleus"
44,"Cor one","Bird","Call",21.299686,22.905148,334.838104,2588.890625,1,1,"Corvus corone"
44,"Emb cal","Bird","Song",23.678459,25.208271,4651.708496,9135.491211,1,1,"Emberiza calandra"
44,"Ori ori","Bird","Song",23.728893,24.342499,923.518127,1909.840942,1,1,"Oriolus oriolus"
44,"Gallus gallus","Domestic animal","Unknown",24.485393,27.116333,297.732605,1248.714722,1,0,"Gallus gallus"
44,"Gal cri","Bird","Song",26.116071,28.50325,1974.152466,4783.583496,1,4,"Galerida cristata"
44,"Emb cal","Bird","Song",26.17491,28.4276,3981.075195,9626.195312,1,4,"Emberiza calandra"
44,"Hip pol","Bird","Song",26.973438,32.848924,3296.010254,4987.517578,1,4,"Hippolais polyglotta"
44,"Canis familiaris","Domestic animal","Unknown",27.402122,30.621451,216.245102,943.39978,1,0,"Canis familiaris"
44,"Cya cae","Bird","Song",27.738344,28.931934,4523.00293,8898.954102,1,4,"Cyanistes caeruleus"
44,"Cor one","Bird","Call",27.956889,29.3354,772.884033,2509.794678,1,1,"Corvus corone"
44,"Non identifie","Noise","Unknown",29.251345,29.595973,395.652649,1119.021729,1,0,"-"
44,"Emb cal","Bird","Song",29.965817,31.789824,4397.39209,9377.856445,1,4,"Emberiza calandra"
44,"Emb cit","Bird","Song",30.327256,32.067207,3981.075195,6210.348633,1,4,"Emberiza citrinella"
44,"Non identifie","Noise","Unknown",30.898834,31.36114,386.467377,2040.048828,1,0,"-"
44,"Cya cae","Bird","Song",31.05854,31.915907,4459.81543,7104.780273,1,4,"Cyanistes caeruleus"
44,"Gallus gallus","Domestic animal","Unknown",31.277085,35.320158,652.589539,2509.794678,1,0,"Gallus gallus"
44,"Syl atr","Bird","Song",31.58809,34.967125,2141.950439,4717.244629,1,4,"Sylvia atricapilla"
44,"Cor one","Bird","Call",31.831851,33.302824,702.89209,2320.278076,1,1,"Corvus corone"
44,"Str dec","Bird","Song",33.042252,35.647975,360.338593,737.462158,1,1,"Streptopelia decaocto"
44,"Cya cae","Bird","Song",33.630641,34.967125,4397.39209,8898.954102,1,4,"Cyanistes caeruleus"
44,"Syl com","Bird","Song",33.950052,35.353781,1696.687988,5569.189453,1,4,"Curruca communis"
44,"Emb cal","Bird","Song",35.126831,38.312537,3813.228027,9377.856445,1,2,"Emberiza calandra"
44,"Lus meg","Bird","Song",35.841303,36.227959,1345.938477,2470.963867,0,1,"Luscinia megarhynchos"
44,"Cor one","Bird","Call",36.227959,37.782987,557.330872,2247.642334,1,1,"Corvus corone"
44,"Non identifie","Noise","Unknown",36.614614,36.92562,331.484711,854.861023,1,0,"-"
44,"Canis familiaris","Domestic animal","Unknown",37.850232,39.573371,322.318787,963.524902,1,0,"Canis familiaris"
44,"Non identifie","Noise","Unknown",38.72441,39.304393,1370.993164,2283.739258,1,0,"-"
44,"Emb cit","Bird","Song",38.825276,43.078489,4214.619629,6917.081543,1,4,"Emberiza citrinella"
44,"Str dec","Bird","Song",39.674238,42.784295,347.510712,669.15332,1,1,"Streptopelia decaocto"
44,"Gallus gallus","Domestic animal","Unknown",39.691049,41.548678,702.89209,2006.900269,1,0,"Gallus gallus"
44,"Lul arb","Bird","Song",40.060894,44.44019,1909.840942,4155.162598,1,4,"Lullula arborea"
44,"Cor one","Bird","Call",41.893305,43.263412,669.15332,2073.603516,1,1,"Corvus corone"
44,"Cya cae","Bird","Song",42.321989,43.137328,4214.619629,7798.909668,1,4,"Cyanistes caeruleus"
44,"Canis familiaris","Domestic animal","Unknown",43.137328,44.44019,360.338593,1178.840942,1,0,"Canis familiaris"
44,"Syl com","Bird","Song",43.961073,45.406829,1555.179565,7104.780273,0,4,"Curruca communis"
44,"Lus meg","Bird","Song",45.003362,50.088725,1178.840942,3704.687988,1,4,"Luscinia megarhynchos"
44,"Cya cae","Bird","Song",45.27234,47.987336,4397.39209,9501.271484,1,4,"Cyanistes caeruleus"
44,"Canis familiaris","Domestic animal","Unknown",45.34799,46.112896,297.732605,1272.578735,1,0,"Canis familiaris"
44,"Cor one","Bird","Call",45.448857,47.155185,506.727142,2041.995117,1,4,"Corvus corone"
44,"Lul arb","Bird","Song",46.154924,49.172519,2141.950439,5057.166016,1,4,"Lullula arborea"
44,"Oiseau sp.","Bird","Unknown",46.810557,48.710214,1453.903076,2177.628906,1,4,"Unidentified bird"
44,"Emb cal","Bird","Song",47.474597,48.483264,5569.189453,9135.491211,1,4,"Emberiza calandra"
44,"Emb cit","Bird","Song",47.474597,49.987859,4038.398926,6733.895996,1,4,"Emberiza citrinella"
44,"Lul arb","Bird","Song",50.088725,54.182233,2470.963867,4459.81543,1,4,"Lullula arborea"
44,"Emb cal","Bird","Song",50.181186,51.114204,4523.00293,6824.930664,1,1,"Emberiza calandra"
44,"Cya cae","Bird","Song",51.248692,52.517932,4586.964844,8668.104492,1,4,"Cyanistes caeruleus"
44,"Lus meg","Bird","Song",53.434138,54.518455,1909.840942,10010.227539,1,4,"Luscinia megarhynchos"
44,"Non identifie","Noise","Unknown",54.266288,57.485617,331.484711,1119.021729,1,0,"-"
44,"Syl atr","Bird","Song",54.888299,59.343246,1974.152466,4397.39209,1,4,"Sylvia atricapilla"
44,"Pha col","Bird","Call",55.056411,55.829722,521.380737,2507.841797,1,1,"Phasianus colchicus"
44,"Emb cal","Bird","Song",56.754334,58.511095,4274.803223,8782.828125,1,1,"Emberiza calandra"
44,"Lus meg","Bird","Song",57.678945,59.998879,1067.907959,4459.81543,1,4,"Luscinia megarhynchos"
44,"Emb cit","Bird","Song",58.586745,59.998879,3924.444336,5962.568359,1,4,"Emberiza citrinella"
44,"Canis familiaris","Domestic animal","Unknown",59.343246,59.931635,261.957672,1500.944092,1,0,"Canis familiaris"
45,"Voiture","Noise","Unknown",0,29.663217,84.042648,-1,1,0,"-"
45,"Cor one","Bird","Call",0,2.546884,1193.369141,3111.717529,1,1,"Corvus corone"
45,"Emb cal","Bird","Song",0.142895,2.40399,3872.259766,10341.459961,1,1,"Emberiza calandra"
45,"Syl atr","Bird","Song",3.46309,7.640653,1809.091309,4530.612305,1,1,"Sylvia atricapilla"
45,"Syl atr","Bird","Song",12.347766,13.205133,2660.63501,4940.227051,0,1,"Sylvia atricapilla"
45,"Emb cal","Bird","Song",16.256351,17.836596,3981.619873,7679.481445,1,1,"Emberiza calandra"
45,"Syl atr","Bird","Song",18.94613,20.820569,2304.690186,7763.500977,1,1,"Sylvia atricapilla"
45,"Emb cal","Bird","Song",21.442581,23.905409,2756.023926,9311.119141,1,1,"Emberiza calandra"
45,"Emb cal","Bird","Song",25.788255,27.6711,4113.215332,10825.685547,1,1,"Emberiza calandra"
45,"Syl atr","Bird","Song",26.410266,28.662956,1809.091309,4113.215332,1,1,"Sylvia atricapilla"
45,"Mouche","Noise","Unknown",26.805327,29.310184,127.851807,2520.092773,1,0,"-"
45,"Oiseau sp.","Bird","Unknown",29.385834,30.007845,3155.87085,6012.812012,1,1,"Unidentified bird"
45,"Emb cal","Bird","Song",30.007845,32.285752,4135.504883,9311.119141,1,1,"Emberiza calandra"
45,"Mouche","Noise","Unknown",30.848401,35.152047,-1,3746.062744,1,0,"-"
45,"Emb cit","Bird","Song",32.285752,33.15993,4317.574707,5920.40918,1,1,"Emberiza citrinella"
45,"Emb cal","Bird","Song",35.41262,37.236626,4458.61377,9473.979492,1,1,"Emberiza calandra"
45,"Syl atr","Bird","Song",35.605947,40.371899,2064.733887,4180.393555,1,1,"Sylvia atricapilla"
45,"Emb cal","Bird","Song",38.942954,41.624328,4203.649414,8376.924805,1,1,"Emberiza calandra"
45,"Ort sp.","Orthoptera","Song",41.456216,48.827892,4342.837402,-1,1,1,"Orthoptera sp."
45,"Mouche","Noise","Unknown",42.473289,45.406829,337.274811,1701.907837,1,0,"-"
45,"Emb cit","Bird","Song",44.465406,45.658996,4113.215332,6012.812012,1,1,"Emberiza citrinella"
45,"Cor one","Bird","Call",45.961596,46.499552,554.697632,2388.941895,1,1,"Corvus corone"
45,"Emb cal","Bird","Song",47.920091,50.946092,2221.758545,9311.119141,1,1,"Emberiza calandra"
45,"Syl atr","Bird","Song",50.441759,52.702854,1949.112061,4485.972656,1,1,"Sylvia atricapilla"
45,"Emb cal","Bird","Song",52.358226,54.232666,4203.649414,8003.731445,1,1,"Emberiza calandra"
45,"Cor one","Bird","Call",52.391848,54.736999,615.875732,2567.878906,1,1,"Corvus corone"
45,"Mouche","Noise","Unknown",54.736999,59.847579,164.736252,3006.511475,1,0,"-"
45,"Syl atr","Bird","Song",56.123917,58.494284,1388.234497,6065.607422,1,1,"Sylvia atricapilla"
45,"Emb cal","Bird","Song",58.435445,59.990474,3504.019043,8126.393555,1,1,"Emberiza calandra"
45,"Non identifie","Noise","Unknown",58.788479,59.149918,526.948547,2522.465332,1,0,"-"
46,"Ort sp.","Orthoptera","Song",0,59.956851,38.359608,-1,1,4,"Orthoptera sp."
46,"Ort sp.","Orthoptera","Song",0,59.956851,3439.272217,5011.276855,1,4,"Orthoptera sp."
46,"Cloche","Noise","Unknown",5.48883,36.269987,199.409515,2118.739014,1,0,"-"
46,"Hyla meridionalis","Frog","Song",10.775926,11.05331,1762.777466,2427.192627,1,1,"Hyla meridionalis"
46,"Canis familiaris","Domestic animal","Unknown",25.132621,25.863905,502.920135,1066.468872,1,0,"Canis familiaris"
46,"Canis familiaris","Domestic animal","Unknown",30.318851,31.20984,430.256256,1259.772827,1,0,"Canis familiaris"
46,"Canis familiaris","Domestic animal","Unknown",35.748842,42.103444,218.284866,1385.765869,1,0,"Canis familiaris"
46,"Hyla meridionalis","Frog","Song",45.759863,52.526337,1364.218018,2662.981934,1,1,"Hyla meridionalis"
46,"Non identifie","Noise","Unknown",46.726502,49.727286,257.232269,1048.219604,1,0,"-"
46,"Canis familiaris","Domestic animal","Unknown",56.518978,57.905895,442.054688,1342.893066,1,0,"Canis familiaris"
47,"Syl atr","Bird","Song",0,29.755678,1632.004639,6888.617676,1,4,"Sylvia atricapilla"
47,"Emb cal","Bird","Song",0,1.748356,2144.023438,-1,1,4,"Emberiza calandra"
47,"Pas dom","Bird","Call",0.874178,1.159967,2546.402344,4515.949707,1,1,"Passer domesticus"
47,"Tur mer","Bird","Song",3.219329,5.060146,1365.614868,2338.55957,1,4,"Turdus merula"
47,"Emb cal","Bird","Song",3.429468,4.328863,4632.263672,7588.490723,1,1,"Emberiza calandra"
47,"Ala arv","Bird","Song",5.345935,14.978706,1388.519409,10099.750977,1,4,"Alauda arvensis"
47,"Cloche","Noise","Unknown",5.698969,23.972654,-1,2272.279053,1,0,"-"
47,"Emb cal","Bird","Song",6.447064,11.305477,2730.424072,19326.404297,1,4,"Emberiza calandra"
47,"Str dec","Bird","Song",7.66587,11.708944,275.867554,719.776978,1,1,"Streptopelia decaocto"
47,"Par maj","Bird","Call",8.203825,12.994994,1606.43042,8554.785156,0,4,"Parus major"
47,"Emb cal","Bird","Song",14.398722,16.323595,2885.124023,-1,1,4,"Emberiza calandra"
47,"Oiseau sp.","Bird","Unknown",16.323595,17.206179,6021.753418,11358.814453,1,1,"Unidentified bird"
47,"Emb cal","Bird","Song",17.794568,19.980013,2582.39917,10586.783203,1,4,"Emberiza calandra"
47,"Par maj","Bird","Call",18.298902,22.442842,1875.320435,10340.578125,0,4,"Parus major"
47,"Str dec","Bird","Song",22.610953,33.975269,377.687286,688.807129,1,1,"Streptopelia decaocto"
47,"Emb cal","Bird","Song",23.560782,28.35195,2965.070801,19326.404297,1,4,"Emberiza calandra"
47,"Non identifie","Noise","Unknown",26.258966,26.418672,1581.136108,17838.707031,1,0,"-"
47,"Par maj","Bird","Call",28.35195,28.612522,3259.187012,12183.658203,0,1,"Parus major"
47,"Ala arv","Bird","Call",28.856284,29.158884,2692.803223,5319.932617,1,1,"Alauda arvensis"
47,"Par maj","Bird","Call",30.007845,35.185669,673.576477,19548.470703,1,4,"Parus major"
47,"Emb cal","Bird","Song",30.839996,34.277869,2475.587646,9633.736328,1,4,"Emberiza calandra"
47,"Tur phi","Bird","Song",31.226651,33.554991,1710.442139,3005.709961,0,4,"Turdus philomelos"
47,"Syl atr","Bird","Song",33.378474,37.30387,2081.986084,4996.999512,1,4,"Sylvia atricapilla"
47,"Emb cal","Bird","Song",36.807942,43.002839,2655.595215,10219.501953,1,4,"Emberiza calandra"
47,"Canis familiaris","Domestic animal","Unknown",38.085587,39.043821,800.256775,1388.519409,1,0,"Canis familiaris"
47,"Gallus gallus","Domestic animal","Unknown",39.211932,40.758555,628.879456,2112.83374,1,0,"Gallus gallus"
47,"Syl atr","Bird","Song",40.674499,59.965257,1791.518188,5386.684082,1,4,"Sylvia atricapilla"
47,"Ori ori","Bird","Song",41.96055,42.506911,1298.398315,2338.55957,0,1,"Oriolus oriolus"
47,"Par maj","Bird","Call",43.103706,43.767745,2081.986084,19548.470703,0,1,"Parus major"
47,"Emb cal","Bird","Song",46.205357,48.802675,3819.341064,17235.443359,1,4,"Emberiza calandra"
47,"Gallus gallus","Domestic animal","Unknown",47.390541,49.071653,516.669983,1875.320435,1,0,"Gallus gallus"
47,"Canis familiaris","Domestic animal","Unknown",49.374253,59.923229,599.892334,1506.906616,1,0,"Canis familiaris"
47,"Non identifie","Noise","Unknown",50.83682,51.088987,4691.389648,14006.46875,1,0,"-"
47,"Emb cal","Bird","Song",53.022265,54.854677,2885.124023,-1,1,4,"Emberiza calandra"
47,"Emb cal","Bird","Song",57.08215,59.116296,3392.355469,8866.072266,1,4,"Emberiza calandra"
48,"Vent","Noise","Unknown",0,59.906418,58.594383,1546.565552,1,0,"-"
48,"Syl com","Bird","Song",0.168111,1.218806,2442.378418,6359.067871,0,1,"Curruca communis"
48,"Emb cal","Bird","Song",1.983712,3.900179,3016.448242,9776.237305,1,4,"Emberiza calandra"
48,"Syl com","Bird","Song",1.983712,3.38744,2261.691406,5387.662109,1,4,"Curruca communis"
48,"Syl com","Bird","Song",3.942207,4.337268,2768.350098,4925.472656,0,1,"Curruca communis"
48,"Canis familiaris","Domestic animal","Unknown",4.925658,7.447325,270.891876,567.374634,1,0,"Canis familiaris"
48,"Syl atr","Bird","Song",4.925658,6.77488,1930.888184,4925.472656,1,1,"Sylvia atricapilla"
48,"Cloche","Noise","Unknown",5.850269,12.305738,350.660645,2411.515381,1,0,"-"
48,"Syl com","Bird","Song",6.833719,7.791953,2091.393555,5327.873535,1,1,"Curruca communis"
48,"Emb cal","Bird","Call",7.052264,10.422893,2700.556885,6085.807617,0,4,"Emberiza calandra"
48,"Emb cal","Bird","Song",11.061715,12.801666,2979.947266,8791.628906,1,1,"Emberiza calandra"
48,"Syl bor","Bird","Song",12.608338,29.621189,4447.316895,9173.854492,0,1,"Sylvia borin"
48,"Syl atr","Bird","Song",13.364839,16.222729,1854.130005,4815.515137,1,4,"Sylvia atricapilla"
48,"Tur mer","Bird","Song",20.198558,21.87967,1256.630737,2473.546631,0,1,"Turdus merula"
48,"Emb cal","Bird","Song",21.249253,22.762253,4447.316895,7899.561523,1,4,"Emberiza calandra"
48,"Non identifie","Noise","Unknown",24.485393,24.653504,-1,19595.390625,1,0,"-"
48,"Non identifie","Noise","Unknown",29.427862,30.587829,-1,19198.691406,1,0,"-"
48,"Pas dom","Bird","Call",29.562351,59.94004,2700.556885,5327.873535,1,4,"Passer domesticus"
48,"Emb cal","Bird","Song",31.991557,33.260796,5037.620117,8334.591797,1,1,"Emberiza calandra"
48,"Non identifie","Noise","Unknown",33.395285,35.614353,-1,20000,1,0,"-"
48,"Ort sp.","Orthoptera","Song",35.56392,45.036984,5327.873535,19198.691406,1,1,"Orthoptera sp."
48,"Syl atr","Bird","Song",37.825015,39.791916,1879.463745,3783.019531,1,1,"Sylvia atricapilla"
48,"Emb cal","Bird","Song",40.724933,42.204311,3567.154053,8158.000977,1,4,"Emberiza calandra"
48,"Non identifie","Noise","Unknown",41.80925,42.044605,671.502625,5695.621582,1,0,"-"
48,"Syl atr","Bird","Song",43.851801,45.65059,1956.983032,3827.485107,1,4,"Sylvia atricapilla"
48,"Emb cal","Bird","Song",48.012552,49.937425,2667.158936,9271.790039,1,4,"Emberiza calandra"
48,"Non identifie","Noise","Unknown",48.474858,52.921399,197.179337,19396.064453,1,0,"-"
48,"Syl atr","Bird","Song",54.098177,56.031455,1930.888184,3401.970947,1,1,"Sylvia atricapilla"
48,"Emb cal","Bird","Song",57.813434,59.738307,2908.018066,9776.237305,1,4,"Emberiza calandra"
48,"Non identifie","Noise","Unknown",58.267334,59.94004,242.56546,685.106201,1,0,"-"
48,"Non identifie","Noise","Unknown",59.696279,59.906418,3917.74585,-1,1,0,"-"
49,"Syl atr","Bird","Song",0,2.084579,1974.441772,4660.11084,1,1,"Sylvia atricapilla"
49,"Tur mer","Bird","Song",0.949828,2.185445,1562.266602,2381.339844,0,1,"Turdus merula"
49,"Gallus gallus","Domestic animal","Unknown",0.949828,1.386917,661.174683,1510.642212,1,0,"Gallus gallus"
49,"Oiseau sp.","Bird","Unknown",1.13475,2.25269,4261.634277,6695.388184,1,1,"Unidentified bird"
49,"Oiseau sp.","Bird","Unknown",2.757023,3.23614,1940.229492,4660.11084,1,1,"Unidentified bird"
49,"Tur mer","Bird","Song",3.580768,5.766213,1245.791016,2799.763672,1,1,"Turdus merula"
49,"Chl chl","Bird","Call",3.891774,4.454946,2303.008545,4660.11084,1,4,"Chloris chloris"
49,"Gallus gallus","Domestic animal","Unknown",5.396369,5.858675,723.148071,1621.275757,1,0,"Gallus gallus"
49,"Chl chl","Bird","Call",6.791692,7.640653,1873.112183,4729.567383,1,1,"Chloris chloris"
49,"Gallus gallus","Domestic animal","Unknown",8.355126,10.868388,760.269714,1533.327026,1,0,"Gallus gallus"
49,"Tur mer","Bird","Song",9.977398,12.658772,1296.092529,2755.385254,1,4,"Turdus merula"
49,"Fri coe","Bird","Song",10.044643,12.137627,1743.951904,5016.513184,1,4,"Fringilla coelebs"
49,"Syl atr","Bird","Song",11.137366,14.306261,1448.709839,4871.192383,1,4,"Sylvia atricapilla"
49,"Chl chl","Bird","Call",14.146556,16.710251,2715.635498,4943.38623,1,1,"Chloris chloris"
49,"Pas dom","Bird","Call",14.953489,15.289712,2502.683838,4135.504883,0,1,"Passer domesticus"
49,"Tur mer","Bird","Song",15.617528,17.618051,1367.299194,4012.581543,1,1,"Turdus merula"
49,"Syl atr","Bird","Song",17.937463,21.434175,1775.621216,4457.024902,1,4,"Sylvia atricapilla"
49,"Fri coe","Bird","Song",18.845263,19.921175,1974.441772,5016.513184,1,4,"Fringilla coelebs"
49,"Tur mer","Bird","Song",20.492753,22.585737,1621.275757,2850.144287,0,4,"Turdus merula"
49,"Syl atr","Bird","Song",21.761992,23.678459,1775.621216,4943.38623,1,1,"Sylvia atricapilla"
49,"Cya cae","Bird","Call",23.779326,24.863643,2226.669189,7930.957031,1,1,"Cyanistes caeruleus"
49,"Gallus gallus","Domestic animal","Unknown",24.922482,25.216677,807.480408,1656.294922,1,0,"Gallus gallus"
49,"Str dec","Bird","Song",24.922482,26.233749,276.823181,714.296753,1,1,"Streptopelia decaocto"
49,"Tur mer","Bird","Song",26.754894,28.814256,1562.266602,4073.64624,1,1,"Turdus merula"
49,"Gallus gallus","Domestic animal","Unknown",27.889644,28.251083,897.988037,1421.2229,1,0,"Gallus gallus"
49,"Syl atr","Bird","Song",28.192244,32.378213,2264.592773,4523.850098,1,4,"Sylvia atricapilla"
49,"Cya cae","Bird","Call",28.864689,29.486701,2942.746826,8270.84375,1,1,"Cyanistes caeruleus"
49,"Syl com","Bird","Song",29.705245,30.512179,1977.021851,7119.859375,0,4,"Curruca communis"
49,"Gallus gallus","Domestic animal","Unknown",30.882023,31.151001,600.497803,1562.266602,1,0,"Gallus gallus"
49,"Tur mer","Bird","Song",32.605163,34.74858,1448.709839,3135.260742,1,1,"Turdus merula"
49,"Chl chl","Bird","Call",33.353258,33.773536,2226.669189,5241.630859,1,4,"Chloris chloris"
49,"Del urb","Bird","Call",34.647714,42.675022,4053.923584,8071.604492,0,1,"Delichon urbicum"
49,"Syl atr","Bird","Song",34.782203,42.86835,2226.669189,4012.581543,1,4,"Sylvia atricapilla"
49,"Non identifie","Noise","Unknown",36.236364,36.606209,610.047852,1400.630005,1,0,"-"
49,"Tur mer","Bird","Song",37.219815,39.052227,1510.642212,2380.46582,1,4,"Turdus merula"
49,"Non identifie","Noise","Unknown",38.732815,39.497721,593.436035,1510.642212,1,0,"-"
49,"Tur mer","Bird","Song",42.464883,44.431784,1314.746094,2586.223145,1,4,"Turdus merula"
49,"Fri coe","Bird","Song",43.280223,45.625374,1591.581299,6145.60791,1,4,"Fringilla coelebs"
49,"Oiseau sp.","Bird","Unknown",45.238718,47.44938,826.84137,2541.793457,1,4,"Unidentified bird"
49,"Syl atr","Bird","Song",47.97893,49.273386,1779.696655,4701.001953,0,1,"Sylvia atricapilla"
49,"Ori ori","Bird","Call",49.567581,50.298864,1621.275757,3892.782471,0,4,"Oriolus oriolus"
49,"Tur mer","Bird","Song",49.567581,51.584915,1288.972778,2628.806396,1,4,"Turdus merula"
49,"Syl atr","Bird","Song",50.887253,59.982068,1562.266602,5016.513184,1,4,"Sylvia atricapilla"
49,"Tur mer","Bird","Song",52.349821,56.922445,1400.630005,2460.100342,1,4,"Turdus merula"
49,"Non identifie","Noise","Unknown",53.896444,54.468022,1504.757202,2152.269775,1,0,"-"
49,"Non identifie","Noise","Unknown",56.191161,59.898013,6415.190918,9244.094727,1,0,"-"
50,"Ort sp.","Orthoptera","Song",0,59.982068,3563.265137,5100.319824,1,4,"Orthoptera sp."
50,"Ort sp.","Orthoptera","Song",0,59.982068,5520.717773,11477.847656,1,2,"Orthoptera sp."
50,"Otu sco","Bird","Song",15.945345,18.593096,910.24115,1641.093506,0,1,"Otus scops"
50,"Ort sp.","Orthoptera","Song",21.736775,22.165459,3981.619873,6106.502441,1,1,"Orthoptera sp."
50,"Ort sp.","Orthoptera","Song",28.696578,30.814779,4272.755859,6257.644531,1,4,"Orthoptera sp."
