"recording_id","initial_time","final_time","species","total_time","min_code_n_ind"
"41","28","31","Sylvia atricapilla","0.59","1"
"41","29","32","Corvus corone","1.14","1"
"41","29","32","Oriolus oriolus","0.53","1"
"41","29","32","Sylvia atricapilla","1.62","2"
"41","29","32","Sylvia atricapilla","1.59","1"
"41","30","33","Corvus corone","0.14","1"
"41","30","33","Oriolus oriolus","0.76","1"
"41","30","33","Sylvia atricapilla","0.62","2"
"41","30","33","Sylvia atricapilla","2.59","1"
"41","31","34","Oriolus oriolus","0.76","1"
"41","31","34","Sylvia atricapilla","3","1"
"41","32","35","Oriolus oriolus","0.24","1"
"41","32","35","Phoenicurus ochruros","0.23","1"
"41","32","35","Sylvia atricapilla","2.26","1"
"41","33","36","Corvus corone","0.31","4"
"41","33","36","Phoenicurus ochruros","1.23","1"
"41","33","36","Sylvia atricapilla","1.26","1"
"41","34","37","Corvus corone","1.31","4"
"41","34","37","Emberiza citrinella","0.29","1"
"41","34","37","Oriolus oriolus","0.36","4"
"41","34","37","Phoenicurus ochruros","1.29","1"
"41","34","37","Sylvia atricapilla","0.26","1"
"41","35","38","Corvus corone","2.31","4"
"41","35","38","Emberiza citrinella","1.29","1"
"41","35","38","Oriolus oriolus","0.64","4"
"41","35","38","Phoenicurus ochruros","1.06","1"
"41","36","39","Corvus corone","2.49","4"
"41","36","39","Emberiza citrinella","1.48","1"
"41","36","39","Oriolus oriolus","0.64","4"
"41","36","39","Phoenicurus ochruros","0.06","1"
"41","37","40","Corvus corone","1.49","4"
"41","37","40","Emberiza citrinella","1.19","1"
"41","37","40","Oriolus oriolus","0.28","4"
"41","37","40","Sylvia atricapilla","0.95","4"
"41","38","41","Corvus corone","0.49","4"
"41","38","41","Cyanistes caeruleus","0.6","4"
"41","38","41","Emberiza citrinella","0.19","1"
"41","38","41","Oriolus oriolus","0.41","1"
"41","38","41","Sylvia atricapilla","1.95","4"
"41","39","42","Cyanistes caeruleus","1.6","4"
"41","39","42","Oriolus oriolus","0.41","1"
"41","39","42","Sylvia atricapilla","2.45","4"
"41","40","43","Cyanistes caeruleus","2.6","4"
"41","40","43","Oriolus oriolus","0.41","1"
"41","40","43","Sylvia atricapilla","1.51","4"
"41","40","43","Sylvia atricapilla","0.93","4"
"41","41","44","Cyanistes caeruleus","3","4"
"41","41","44","Sylvia atricapilla","0.51","4"
"41","41","44","Sylvia atricapilla","1.93","4"
"41","42","45","Cyanistes caeruleus","2.72","4"
"41","42","45","Sylvia atricapilla","2.93","4"
"41","43","46","Cyanistes caeruleus","1.72","4"
"41","43","46","Emberiza citrinella","0.48","4"
"41","43","46","Sylvia atricapilla","3","4"
"41","44","47","Cyanistes caeruleus","0.72","4"
"41","44","47","Emberiza citrinella","1.48","4"
"41","44","47","Sylvia atricapilla","3","4"
"41","45","48","Emberiza citrinella","1.91","4"
"41","45","48","Sylvia atricapilla","3","4"
"41","46","49","Emberiza citrinella","1.42","4"
"41","46","49","Sylvia atricapilla","3","4"
"41","47","50","Emberiza citrinella","0.42","4"
"41","47","50","Sylvia atricapilla","3","4"
"41","48","51","Cyanistes caeruleus","0.5","4"
"41","48","51","Oriolus oriolus","0.46","1"
"41","48","51","Sylvia atricapilla","3","4"
"41","49","52","Cyanistes caeruleus","1.17","4"
"41","49","52","Oriolus oriolus","0.71","1"
"41","49","52","Sylvia atricapilla","3","4"
"41","50","53","Cyanistes caeruleus","1.17","4"
"41","50","53","Oriolus oriolus","0.71","1"
"41","50","53","Sylvia atricapilla","3","4"
"41","51","54","Cyanistes caeruleus","0.67","4"
"41","51","54","Oriolus oriolus","0.26","1"
"41","51","54","Sylvia atricapilla","3","4"
"41","52","55","Cyanistes caeruleus","0.96","4"
"41","52","55","Oriolus oriolus","0.5","1"
"41","52","55","Sylvia atricapilla","3","4"
"41","53","56","Cyanistes caeruleus","1.96","4"
"41","53","56","Emberiza citrinella","0.05","1"
"41","53","56","Oriolus oriolus","0.5","1"
"41","53","56","Sylvia atricapilla","2.64","4"
"41","54","57","Cyanistes caeruleus","2.69","4"
"41","54","57","Emberiza citrinella","1.05","1"
"41","54","57","Oriolus oriolus","0.5","1"
"41","54","57","Sylvia atricapilla","1.64","4"
"41","54","57","Sylvia atricapilla","0.07","4"
"41","55","58","Cyanistes caeruleus","1.73","4"
"41","55","58","Emberiza citrinella","1.49","1"
"41","55","58","Sylvia atricapilla","0.64","4"
"41","55","58","Sylvia atricapilla","1.07","4"
"41","56","59","Cyanistes caeruleus","0.73","4"
"41","56","59","Emberiza citrinella","1.44","1"
"41","56","59","Oriolus oriolus","0.24","1"
"41","56","59","Sylvia atricapilla","2.07","4"
"41","57","60","Cyanistes caeruleus","0.5","4"
"41","57","60","Emberiza citrinella","0.44","1"
"41","57","60","Oriolus oriolus","0.35","1"
"41","57","60","Sylvia atricapilla","2.96","4"
"42","3","6","Sylvia atricapilla","0.61","1"
"42","4","7","Sylvia atricapilla","1.61","1"
"42","5","8","Sylvia atricapilla","2.61","1"
"42","6","9","Sylvia atricapilla","2.04","1"
"42","7","10","Sylvia atricapilla","1.04","1"
"42","8","11","Sylvia atricapilla","0.04","1"
"42","12","15","Parus major","0.48","1"
"42","13","16","Parus major","1.48","1"
"42","14","17","Parus major","2.04","1"
"42","15","18","Parus major","1.57","1"
"42","16","19","Parus major","0.57","1"
"42","16","19","Phylloscopus collybita","0.13","1"
"42","17","20","Phylloscopus collybita","1.13","1"
"42","17","20","Sylvia atricapilla","0.02","1"
"42","18","21","Phylloscopus collybita","2.13","1"
"42","18","21","Sylvia atricapilla","1.02","1"
"42","19","22","Passer domesticus","0.2","4"
"42","19","22","Phylloscopus collybita","2.38","1"
"42","19","22","Sylvia atricapilla","2.02","1"
"42","20","23","Passer domesticus","1.2","4"
"42","20","23","Phylloscopus collybita","1.38","1"
"42","20","23","Sylvia atricapilla","3","1"
"42","21","24","Passer domesticus","2.2","4"
"42","21","24","Phylloscopus collybita","0.38","1"
"42","21","24","Phylloscopus collybita","0.42","4"
"42","21","24","Sylvia atricapilla","2.49","1"
"42","22","25","Passer domesticus","2.99","4"
"42","22","25","Phylloscopus collybita","1.42","4"
"42","22","25","Sylvia atricapilla","1.49","1"
"42","23","26","Passer domesticus","1.99","4"
"42","23","26","Phylloscopus collybita","2.42","4"
"42","23","26","Sylvia atricapilla","0.49","1"
"42","24","27","Passer domesticus","0.99","4"
"42","24","27","Phylloscopus collybita","3","4"
"42","25","28","Passer domesticus","0.32","1"
"42","25","28","Phylloscopus collybita","2.82","4"
"42","26","29","Passer domesticus","0.32","1"
"42","26","29","Phylloscopus collybita","1.82","4"
"42","27","30","Passer domesticus","0.32","1"
"42","27","30","Phylloscopus collybita","0.82","4"
"42","29","32","Phylloscopus collybita","0.92","4"
"42","30","33","Phylloscopus collybita","1.92","4"
"42","31","34","Phylloscopus collybita","2.92","4"
"42","32","35","Curruca communis","0.83","1"
"42","32","35","Phylloscopus collybita","3","4"
"42","33","36","Curruca communis","1.02","1"
"42","33","36","Phylloscopus collybita","3","4"
"42","34","37","Curruca communis","1.02","1"
"42","34","37","Phylloscopus collybita","3","4"
"42","35","38","Curruca communis","0.19","1"
"42","35","38","Passer domesticus","0.34","1"
"42","35","38","Phylloscopus collybita","2.25","4"
"42","35","38","Sylvia atricapilla","0.25","1"
"42","36","39","Passer domesticus","0.34","1"
"42","36","39","Phylloscopus collybita","1.25","4"
"42","36","39","Sylvia atricapilla","1.25","1"
"42","37","40","Passer domesticus","0.34","1"
"42","37","40","Phylloscopus collybita","0.25","4"
"42","37","40","Sylvia atricapilla","2.25","1"
"42","38","41","Phylloscopus collybita","0.06","4"
"42","38","41","Sylvia atricapilla","2.29","1"
"42","39","42","Phylloscopus collybita","1.06","4"
"42","39","42","Sylvia atricapilla","1.29","1"
"42","40","43","Parus major","0.27","1"
"42","40","43","Phylloscopus collybita","2.06","4"
"42","40","43","Sylvia atricapilla","0.29","1"
"42","41","44","Parus major","0.84","1"
"42","41","44","Phylloscopus collybita","3","4"
"42","42","45","Parus major","0.84","1"
"42","42","45","Phylloscopus collybita","3","4"
"42","43","46","Parus major","0.57","1"
"42","43","46","Phylloscopus collybita","2.01","4"
"42","44","47","Passer domesticus","0.63","1"
"42","44","47","Phylloscopus collybita","1.01","4"
"42","45","48","Passer domesticus","1.63","1"
"42","45","48","Phylloscopus collybita","0.01","4"
"42","46","49","Passer domesticus","2.63","1"
"42","47","50","Passer domesticus","2.58","1"
"42","48","51","Passer domesticus","1.58","1"
"42","48","51","Phylloscopus collybita","0.4","4"
"42","49","52","Parus major","0.95","4"
"42","49","52","Passer domesticus","0.58","1"
"42","49","52","Passer domesticus","0.4","4"
"42","49","52","Phylloscopus collybita","1.4","4"
"42","50","53","Parus major","1.95","4"
"42","50","53","Passer domesticus","1.4","4"
"42","50","53","Phylloscopus collybita","2.4","4"
"42","51","54","Parus major","2.95","4"
"42","51","54","Passer domesticus","2.4","4"
"42","51","54","Phylloscopus collybita","3","4"
"42","52","55","Parus major","2.48","4"
"42","52","55","Passer domesticus","2.17","4"
"42","52","55","Phylloscopus collybita","3","4"
"42","53","56","Parus major","1.48","4"
"42","53","56","Passer domesticus","1.17","4"
"42","53","56","Phylloscopus collybita","3","4"
"42","54","57","Parus major","0.48","4"
"42","54","57","Passer domesticus","0.17","4"
"42","54","57","Passer domesticus","0.04","1"
"42","54","57","Phylloscopus collybita","2.17","4"
"42","55","58","Passer domesticus","1.04","1"
"42","55","58","Phylloscopus collybita","1.17","4"
"42","56","59","Passer domesticus","1.67","1"
"42","56","59","Phylloscopus collybita","0.17","4"
"42","57","60","Passer domesticus","1.64","1"
"43","0","3","Otus scops","1.86","1"
"43","1","4","Otus scops","2.86","1"
"43","2","5","Otus scops","3","1"
"43","3","6","Otus scops","3","1"
"43","4","7","Otus scops","3","1"
"43","5","8","Otus scops","3","1"
"43","6","9","Otus scops","3","1"
"43","7","10","Otus scops","3","1"
"43","8","11","Otus scops","3","1"
"43","9","12","Otus scops","3","1"
"43","10","13","Otus scops","3","1"
"43","11","14","Otus scops","3","1"
"43","12","15","Otus scops","3","1"
"43","13","16","Otus scops","3","1"
"43","14","17","Otus scops","3","1"
"43","15","18","Otus scops","3","1"
"43","16","19","Otus scops","3","1"
"43","17","20","Otus scops","3","1"
"43","18","21","Otus scops","3","1"
"43","19","22","Otus scops","3","1"
"43","20","23","Otus scops","3","1"
"43","21","24","Otus scops","3","1"
"43","22","25","Otus scops","3","1"
"43","23","26","Otus scops","3","1"
"43","24","27","Otus scops","3","1"
"43","25","28","Otus scops","3","1"
"43","26","29","Otus scops","3","1"
"43","27","30","Otus scops","3","1"
"43","28","31","Luscinia megarhynchos","0.04","1"
"43","28","31","Otus scops","3","1"
"43","29","32","Luscinia megarhynchos","1.04","1"
"43","29","32","Otus scops","3","1"
"43","30","33","Luscinia megarhynchos","2.04","1"
"43","30","33","Otus scops","3","1"
"43","31","34","Luscinia megarhynchos","2.34","1"
"43","31","34","Otus scops","3","1"
"43","32","35","Luscinia megarhynchos","1.34","1"
"43","32","35","Otus scops","3","1"
"43","33","36","Luscinia megarhynchos","0.34","1"
"43","33","36","Otus scops","3","1"
"43","34","37","Otus scops","3","1"
"43","35","38","Luscinia megarhynchos","0.52","1"
"43","35","38","Otus scops","3","1"
"43","36","39","Luscinia megarhynchos","1.52","1"
"43","36","39","Otus scops","3","1"
"43","37","40","Luscinia megarhynchos","1.88","1"
"43","37","40","Otus scops","3","1"
"43","38","41","Luscinia megarhynchos","1.36","1"
"43","38","41","Otus scops","3","1"
"43","39","42","Luscinia megarhynchos","0.36","1"
"43","39","42","Otus scops","3","1"
"43","40","43","Otus scops","3","1"
"43","41","44","Otus scops","3","1"
"43","42","45","Otus scops","3","1"
"43","43","46","Otus scops","3","1"
"43","44","47","Otus scops","3","1"
"43","45","48","Otus scops","3","1"
"43","46","49","Otus scops","3","1"
"43","47","50","Luscinia megarhynchos","0.99","1"
"43","47","50","Otus scops","3","1"
"43","48","51","Luscinia megarhynchos","1.99","1"
"43","48","51","Otus scops","3","1"
"43","49","52","Luscinia megarhynchos","2.87","1"
"43","49","52","Otus scops","3","1"
"43","50","53","Luscinia megarhynchos","1.89","1"
"43","50","53","Otus scops","3","1"
"43","51","54","Luscinia megarhynchos","0.89","1"
"43","51","54","Otus scops","3","1"
"43","52","55","Otus scops","3","1"
"43","53","56","Otus scops","3","1"
"43","54","57","Otus scops","3","1"
"43","55","58","Otus scops","3","1"
"43","56","59","Otus scops","3","1"
"43","57","60","Otus scops","2.48","1"
"44","0","3","Alauda arvensis","3","4"
"44","0","3","Oriolus oriolus","0.35","1"
"44","0","3","Streptopelia decaocto","3","1"
"44","1","4","Alauda arvensis","3","4"
"44","1","4","Emberiza calandra","0.64","4"
"44","1","4","Oriolus oriolus","0.35","1"
"44","1","4","Streptopelia decaocto","3","1"
"44","2","5","Alauda arvensis","3","4"
"44","2","5","Emberiza calandra","1.64","4"
"44","2","5","Oriolus oriolus","0.35","1"
"44","2","5","Streptopelia decaocto","3","1"
"44","3","6","Alauda arvensis","3","4"
"44","3","6","Emberiza calandra","2.64","4"
"44","3","6","Streptopelia decaocto","3","1"
"44","4","7","Alauda arvensis","3","4"
"44","4","7","Emberiza calandra","3","4"
"44","4","7","Streptopelia decaocto","3","1"
"44","5","8","Alauda arvensis","3","4"
"44","5","8","Emberiza calandra","2.51","4"
"44","5","8","Streptopelia decaocto","3","1"
"44","6","9","Alauda arvensis","3","4"
"44","6","9","Emberiza calandra","1.51","4"
"44","6","9","Emberiza citrinella","0.43","4"
"44","6","9","Streptopelia decaocto","2.04","1"
"44","7","10","Alauda arvensis","3","4"
"44","7","10","Emberiza calandra","0.51","4"
"44","7","10","Emberiza citrinella","1.43","4"
"44","7","10","Streptopelia decaocto","1.04","1"
"44","8","11","Alauda arvensis","3","4"
"44","8","11","Emberiza calandra","0.43","4"
"44","8","11","Emberiza citrinella","1.55","4"
"44","8","11","Streptopelia decaocto","0.04","1"
"44","9","12","Alauda arvensis","3","4"
"44","9","12","Emberiza calandra","1.43","4"
"44","9","12","Emberiza citrinella","1.11","4"
"44","10","13","Alauda arvensis","3","4"
"44","10","13","Emberiza calandra","2.4","4"
"44","10","13","Emberiza citrinella","0.11","4"
"44","10","13","Luscinia megarhynchos","0.83","4"
"44","11","14","Alauda arvensis","3","4"
"44","11","14","Emberiza calandra","1.97","4"
"44","11","14","Luscinia megarhynchos","1.83","4"
"44","11","14","Streptopelia decaocto","0.09","1"
"44","12","15","Alauda arvensis","3","4"
"44","12","15","Cyanistes caeruleus","0.55","4"
"44","12","15","Emberiza calandra","0.97","4"
"44","12","15","Luscinia megarhynchos","2.83","4"
"44","12","15","Streptopelia decaocto","1.09","1"
"44","13","16","Alauda arvensis","3","4"
"44","13","16","Corvus corone","0.53","1"
"44","13","16","Cyanistes caeruleus","1.4","4"
"44","13","16","Emberiza calandra","0.24","4"
"44","13","16","Luscinia megarhynchos","3","4"
"44","13","16","Streptopelia decaocto","2.09","1"
"44","14","17","Alauda arvensis","3","4"
"44","14","17","Corvus corone","1.43","1"
"44","14","17","Cyanistes caeruleus","1.4","4"
"44","14","17","Emberiza calandra","1.24","4"
"44","14","17","Luscinia megarhynchos","2.27","4"
"44","14","17","Streptopelia decaocto","3","1"
"44","15","18","Alauda arvensis","3","4"
"44","15","18","Corvus corone","1.43","1"
"44","15","18","Cyanistes caeruleus","0.84","4"
"44","15","18","Emberiza calandra","2.24","4"
"44","15","18","Luscinia megarhynchos","1.27","4"
"44","15","18","Luscinia megarhynchos","0.39","4"
"44","15","18","Streptopelia decaocto","3","1"
"44","16","19","Alauda arvensis","3","4"
"44","16","19","Corvus corone","0.9","1"
"44","16","19","Emberiza calandra","2.99","4"
"44","16","19","Luscinia megarhynchos","0.27","4"
"44","16","19","Luscinia megarhynchos","1.39","4"
"44","16","19","Oriolus oriolus","0.45","1"
"44","16","19","Streptopelia decaocto","2.62","1"
"44","17","20","Alauda arvensis","3","4"
"44","17","20","Cyanistes caeruleus","0.66","1"
"44","17","20","Emberiza calandra","1.99","4"
"44","17","20","Luscinia megarhynchos","2.39","4"
"44","17","20","Oriolus oriolus","0.45","1"
"44","17","20","Streptopelia decaocto","1.62","1"
"44","18","21","Alauda arvensis","3","4"
"44","18","21","Cyanistes caeruleus","1.66","1"
"44","18","21","Emberiza calandra","0.99","4"
"44","18","21","Luscinia megarhynchos","3","4"
"44","18","21","Oriolus oriolus","0.45","1"
"44","18","21","Streptopelia decaocto","0.62","1"
"44","19","22","Alauda arvensis","3","4"
"44","19","22","Corvus corone","0.7","1"
"44","19","22","Cyanistes caeruleus","2.66","1"
"44","19","22","Luscinia megarhynchos","2.93","4"
"44","20","23","Alauda arvensis","3","4"
"44","20","23","Corvus corone","1.61","1"
"44","20","23","Cyanistes caeruleus","2.06","1"
"44","20","23","Luscinia megarhynchos","1.93","4"
"44","21","24","Alauda arvensis","3","4"
"44","21","24","Corvus corone","1.61","1"
"44","21","24","Cyanistes caeruleus","1.06","1"
"44","21","24","Emberiza calandra","0.32","1"
"44","21","24","Luscinia megarhynchos","0.93","4"
"44","21","24","Oriolus oriolus","0.27","1"
"44","22","25","Alauda arvensis","3","4"
"44","22","25","Corvus corone","0.91","1"
"44","22","25","Cyanistes caeruleus","0.06","1"
"44","22","25","Emberiza calandra","1.32","1"
"44","22","25","Oriolus oriolus","0.61","1"
"44","23","26","Alauda arvensis","3","4"
"44","23","26","Emberiza calandra","1.53","1"
"44","23","26","Oriolus oriolus","0.61","1"
"44","24","27","Alauda arvensis","3","4"
"44","24","27","Emberiza calandra","1.21","1"
"44","24","27","Emberiza calandra","0.83","4"
"44","24","27","Galerida cristata","0.88","4"
"44","24","27","Hippolais polyglotta","0.03","4"
"44","24","27","Oriolus oriolus","0.34","1"
"44","25","28","Alauda arvensis","3","4"
"44","25","28","Corvus corone","0.04","1"
"44","25","28","Cyanistes caeruleus","0.26","4"
"44","25","28","Emberiza calandra","0.21","1"
"44","25","28","Emberiza calandra","1.83","4"
"44","25","28","Galerida cristata","1.88","4"
"44","25","28","Hippolais polyglotta","1.03","4"
"44","26","29","Alauda arvensis","3","4"
"44","26","29","Corvus corone","1.04","1"
"44","26","29","Cyanistes caeruleus","1.19","4"
"44","26","29","Emberiza calandra","2.25","4"
"44","26","29","Galerida cristata","2.39","4"
"44","26","29","Hippolais polyglotta","2.03","4"
"44","27","30","Alauda arvensis","2.71","4"
"44","27","30","Corvus corone","1.38","1"
"44","27","30","Cyanistes caeruleus","1.19","4"
"44","27","30","Emberiza calandra","1.43","4"
"44","27","30","Emberiza calandra","0.03","4"
"44","27","30","Galerida cristata","1.5","4"
"44","27","30","Hippolais polyglotta","3","4"
"44","28","31","Alauda arvensis","1.71","4"
"44","28","31","Corvus corone","1.34","1"
"44","28","31","Cyanistes caeruleus","0.93","4"
"44","28","31","Emberiza calandra","0.43","4"
"44","28","31","Emberiza calandra","1.03","4"
"44","28","31","Emberiza citrinella","0.67","4"
"44","28","31","Galerida cristata","0.5","4"
"44","28","31","Hippolais polyglotta","3","4"
"44","29","32","Alauda arvensis","0.71","4"
"44","29","32","Corvus corone","0.34","1"
"44","29","32","Corvus corone","0.17","1"
"44","29","32","Cyanistes caeruleus","0.86","4"
"44","29","32","Emberiza calandra","1.82","4"
"44","29","32","Emberiza citrinella","1.67","4"
"44","29","32","Hippolais polyglotta","3","4"
"44","29","32","Sylvia atricapilla","0.41","4"
"44","30","33","Corvus corone","1.17","1"
"44","30","33","Cyanistes caeruleus","0.86","4"
"44","30","33","Emberiza calandra","1.79","4"
"44","30","33","Emberiza citrinella","1.74","4"
"44","30","33","Hippolais polyglotta","2.85","4"
"44","30","33","Sylvia atricapilla","1.41","4"
"44","31","34","Corvus corone","1.47","1"
"44","31","34","Curruca communis","0.05","4"
"44","31","34","Cyanistes caeruleus","0.86","4"
"44","31","34","Cyanistes caeruleus","0.37","4"
"44","31","34","Emberiza calandra","0.79","4"
"44","31","34","Emberiza citrinella","1.07","4"
"44","31","34","Hippolais polyglotta","1.85","4"
"44","31","34","Streptopelia decaocto","0.96","1"
"44","31","34","Sylvia atricapilla","2.41","4"
"44","32","35","Corvus corone","1.3","1"
"44","32","35","Curruca communis","1.05","4"
"44","32","35","Cyanistes caeruleus","1.34","4"
"44","32","35","Emberiza citrinella","0.07","4"
"44","32","35","Hippolais polyglotta","0.85","4"
"44","32","35","Streptopelia decaocto","1.96","1"
"44","32","35","Sylvia atricapilla","2.97","4"
"44","33","36","Corvus corone","0.3","1"
"44","33","36","Curruca communis","1.4","4"
"44","33","36","Cyanistes caeruleus","1.34","4"
"44","33","36","Emberiza calandra","0.87","2"
"44","33","36","Streptopelia decaocto","2.61","1"
"44","33","36","Sylvia atricapilla","1.97","4"
"44","34","37","Corvus corone","0.77","1"
"44","34","37","Curruca communis","1.35","4"
"44","34","37","Cyanistes caeruleus","0.97","4"
"44","34","37","Emberiza calandra","1.87","2"
"44","34","37","Streptopelia decaocto","1.65","1"
"44","34","37","Sylvia atricapilla","0.97","4"
"44","35","38","Corvus corone","1.56","1"
"44","35","38","Curruca communis","0.35","4"
"44","35","38","Emberiza calandra","2.87","2"
"44","35","38","Streptopelia decaocto","0.65","1"
"44","36","39","Corvus corone","1.56","1"
"44","36","39","Emberiza calandra","2.31","2"
"44","36","39","Emberiza citrinella","0.17","4"
"44","37","40","Corvus corone","0.78","1"
"44","37","40","Emberiza calandra","1.31","2"
"44","37","40","Emberiza citrinella","1.17","4"
"44","37","40","Streptopelia decaocto","0.33","1"
"44","38","41","Emberiza calandra","0.31","2"
"44","38","41","Emberiza citrinella","2.17","4"
"44","38","41","Lullula arborea","0.94","4"
"44","38","41","Streptopelia decaocto","1.33","1"
"44","39","42","Corvus corone","0.11","1"
"44","39","42","Emberiza citrinella","3","4"
"44","39","42","Lullula arborea","1.94","4"
"44","39","42","Streptopelia decaocto","2.33","1"
"44","40","43","Corvus corone","1.11","1"
"44","40","43","Cyanistes caeruleus","0.68","4"
"44","40","43","Emberiza citrinella","3","4"
"44","40","43","Lullula arborea","2.94","4"
"44","40","43","Streptopelia decaocto","2.78","1"
"44","41","44","Corvus corone","1.37","1"
"44","41","44","Cyanistes caeruleus","0.82","4"
"44","41","44","Emberiza citrinella","2.08","4"
"44","41","44","Lullula arborea","3","4"
"44","41","44","Streptopelia decaocto","1.78","1"
"44","42","45","Corvus corone","1.26","1"
"44","42","45","Cyanistes caeruleus","0.82","4"
"44","42","45","Emberiza citrinella","1.08","4"
"44","42","45","Lullula arborea","2.44","4"
"44","42","45","Streptopelia decaocto","0.78","1"
"44","43","46","Corvus corone","0.26","1"
"44","43","46","Corvus corone","0.55","4"
"44","43","46","Cyanistes caeruleus","0.14","4"
"44","43","46","Cyanistes caeruleus","0.73","4"
"44","43","46","Emberiza citrinella","0.08","4"
"44","43","46","Lullula arborea","1.44","4"
"44","43","46","Luscinia megarhynchos","1","4"
"44","44","47","Corvus corone","1.55","4"
"44","44","47","Cyanistes caeruleus","1.73","4"
"44","44","47","Lullula arborea","0.44","4"
"44","44","47","Lullula arborea","0.85","4"
"44","44","47","Luscinia megarhynchos","2","4"
"44","45","48","Corvus corone","1.71","4"
"44","45","48","Cyanistes caeruleus","2.71","4"
"44","45","48","Emberiza calandra","0.53","4"
"44","45","48","Emberiza citrinella","0.53","4"
"44","45","48","Lullula arborea","1.85","4"
"44","45","48","Luscinia megarhynchos","3","4"
"44","46","49","Corvus corone","1.16","4"
"44","46","49","Cyanistes caeruleus","1.99","4"
"44","46","49","Emberiza calandra","1.01","4"
"44","46","49","Emberiza citrinella","1.53","4"
"44","46","49","Lullula arborea","2.85","4"
"44","46","49","Luscinia megarhynchos","3","4"
"44","47","50","Corvus corone","0.16","4"
"44","47","50","Cyanistes caeruleus","0.99","4"
"44","47","50","Emberiza calandra","1.01","4"
"44","47","50","Emberiza citrinella","2.51","4"
"44","47","50","Lullula arborea","2.17","4"
"44","47","50","Luscinia megarhynchos","3","4"
"44","48","51","Emberiza calandra","0.48","4"
"44","48","51","Emberiza calandra","0.82","1"
"44","48","51","Emberiza citrinella","1.99","4"
"44","48","51","Lullula arborea","1.17","4"
"44","48","51","Lullula arborea","0.91","4"
"44","48","51","Luscinia megarhynchos","2.09","4"
"44","49","52","Cyanistes caeruleus","0.75","4"
"44","49","52","Emberiza calandra","0.93","1"
"44","49","52","Emberiza citrinella","0.99","4"
"44","49","52","Lullula arborea","0.17","4"
"44","49","52","Lullula arborea","1.91","4"
"44","49","52","Luscinia megarhynchos","1.09","4"
"44","50","53","Cyanistes caeruleus","1.27","4"
"44","50","53","Emberiza calandra","0.93","1"
"44","50","53","Lullula arborea","2.91","4"
"44","50","53","Luscinia megarhynchos","0.09","4"
"44","51","54","Cyanistes caeruleus","1.27","4"
"44","51","54","Emberiza calandra","0.11","1"
"44","51","54","Lullula arborea","3","4"
"44","51","54","Luscinia megarhynchos","0.57","4"
"44","52","55","Cyanistes caeruleus","0.52","4"
"44","52","55","Lullula arborea","2.18","4"
"44","52","55","Luscinia megarhynchos","1.08","4"
"44","52","55","Sylvia atricapilla","0.11","4"
"44","53","56","Lullula arborea","1.18","4"
"44","53","56","Luscinia megarhynchos","1.08","4"
"44","53","56","Phasianus colchicus","0.77","1"
"44","53","56","Sylvia atricapilla","1.11","4"
"44","54","57","Emberiza calandra","0.25","1"
"44","54","57","Lullula arborea","0.18","4"
"44","54","57","Luscinia megarhynchos","0.52","4"
"44","54","57","Phasianus colchicus","0.77","1"
"44","54","57","Sylvia atricapilla","2.11","4"
"44","55","58","Emberiza calandra","1.25","1"
"44","55","58","Luscinia megarhynchos","0.32","4"
"44","55","58","Phasianus colchicus","0.77","1"
"44","55","58","Sylvia atricapilla","3","4"
"44","56","59","Emberiza calandra","1.76","1"
"44","56","59","Emberiza citrinella","0.41","4"
"44","56","59","Luscinia megarhynchos","1.32","4"
"44","56","59","Sylvia atricapilla","3","4"
"44","57","60","Emberiza calandra","1.51","1"
"44","57","60","Emberiza citrinella","1.41","4"
"44","57","60","Luscinia megarhynchos","2.32","4"
"44","57","60","Sylvia atricapilla","2.34","4"
"45","0","3","Corvus corone","2.55","1"
"45","0","3","Emberiza calandra","2.26","1"
"45","1","4","Corvus corone","1.55","1"
"45","1","4","Emberiza calandra","1.4","1"
"45","1","4","Sylvia atricapilla","0.54","1"
"45","2","5","Corvus corone","0.55","1"
"45","2","5","Emberiza calandra","0.4","1"
"45","2","5","Sylvia atricapilla","1.54","1"
"45","3","6","Sylvia atricapilla","2.54","1"
"45","4","7","Sylvia atricapilla","3","1"
"45","5","8","Sylvia atricapilla","2.64","1"
"45","6","9","Sylvia atricapilla","1.64","1"
"45","7","10","Sylvia atricapilla","0.64","1"
"45","14","17","Emberiza calandra","0.74","1"
"45","15","18","Emberiza calandra","1.58","1"
"45","16","19","Emberiza calandra","1.58","1"
"45","16","19","Sylvia atricapilla","0.05","1"
"45","17","20","Emberiza calandra","0.84","1"
"45","17","20","Sylvia atricapilla","1.05","1"
"45","18","21","Sylvia atricapilla","1.87","1"
"45","19","22","Emberiza calandra","0.56","1"
"45","19","22","Sylvia atricapilla","1.82","1"
"45","20","23","Emberiza calandra","1.56","1"
"45","20","23","Sylvia atricapilla","0.82","1"
"45","21","24","Emberiza calandra","2.46","1"
"45","22","25","Emberiza calandra","1.91","1"
"45","23","26","Emberiza calandra","0.91","1"
"45","23","26","Emberiza calandra","0.21","1"
"45","24","27","Emberiza calandra","1.21","1"
"45","24","27","Sylvia atricapilla","0.59","1"
"45","25","28","Emberiza calandra","1.88","1"
"45","25","28","Sylvia atricapilla","1.59","1"
"45","26","29","Emberiza calandra","1.67","1"
"45","26","29","Sylvia atricapilla","2.25","1"
