Scientific_name,English_name
Emberiza tristrami,Tristram's Bunting
Emberiza variabilis,Gray Bunting
Oreothraupis arremonops,Tanager Finch
Chlorospingus flavigularis,Yellow-throated Chlorospingus
Chlorospingus parvirostris,Short-billed Chlorospingus
Chlorospingus canigularis,Ashy-throated Chlorospingus
Chlorospingus pileatus,Sooty-capped Chlorospingus
Chlorospingus flavopectus,Common Chlorospingus
Chlorospingus tacarcunae,Tacarcuna Chlorospingus
Chlorospingus inornatus,Pirre Chlorospingus
Chlorospingus semifuscus,Dusky Chlorospingus
Rhynchospiza stolzmanni,Tumbes Sparrow
Rhynchospiza dabbenei,Yungas Sparrow
Rhynchospiza strigiceps,Chaco Sparrow
Peucaea carpalis,Rufous-winged Sparrow
Peucaea sumichrasti,Cinnamon-tailed Sparrow
Peucaea ruficauda,Stripe-headed Sparrow
Peucaea humeralis,Black-chested Sparrow
Peucaea mystacalis,Bridled Sparrow
Peucaea botterii,Botteri's Sparrow
Peucaea cassinii,Cassin's Sparrow
Peucaea aestivalis,Bachman's Sparrow
Ammodramus savannarum,Grasshopper Sparrow
Ammodramus humeralis,Grassland Sparrow
Ammodramus aurifrons,Yellow-browed Sparrow
Arremonops rufivirgatus,Olive Sparrow
Arremonops chloronotus,Green-backed Sparrow
Arremonops conirostris,Black-striped Sparrow
Arremonops tocuyensis,Tocuyo Sparrow
Amphispizopsis quinquestriata,Five-striped Sparrow
Spizella passerina,Chipping Sparrow
Spizella pallida,Clay-colored Sparrow
Spizella atrogularis,Black-chinned Sparrow
Spizella pusilla,Field Sparrow
Spizella breweri,Brewer's Sparrow
Spizella wortheni,Worthen's Sparrow
Amphispiza bilineata,Black-throated Sparrow
Chondestes grammacus,Lark Sparrow
Calamospiza melanocorys,Lark Bunting
Arremon costaricensis,Costa Rican Brushfinch
Arremon basilicus,Sierra Nevada Brushfinch
Arremon perijanus,Perija Brushfinch
Arremon atricapillus,Black-headed Brushfinch
Arremon phaeopleurus,Caracas Brushfinch
Arremon phygas,Paria Brushfinch
Arremon assimilis,Gray-browed Brushfinch
Arremon torquatus,White-browed Brushfinch
Arremon aurantiirostris,Orange-billed Sparrow
Arremon abeillei,Black-capped Sparrow
Arremon schlegeli,Golden-winged Sparrow
Arremon taciturnus,Pectoral Sparrow
Arremon franciscanus,Sao Francisco Sparrow
Arremon semitorquatus,Half-collared Sparrow
Arremon dorbignii,Moss-backed Sparrow
Arremon flavirostris,Saffron-billed Sparrow
Arremon virenticeps,Green-striped Brushfinch
Arremon brunneinucha,Chestnut-capped Brushfinch
Arremon crassirostris,Sooty-faced Finch
Arremon castaneiceps,Olive Finch
Spizelloides arborea,American Tree Sparrow
Passerella iliaca,Fox Sparrow
Junco hyemalis,Dark-eyed Junco
Junco insularis,Guadalupe Junco
Junco phaeonotus,Yellow-eyed Junco
Junco bairdi,Baird's Junco
Junco vulcani,Volcano Junco
Zonotrichia capensis,Rufous-collared Sparrow
Zonotrichia leucophrys,White-crowned Sparrow
Zonotrichia atricapilla,Golden-crowned Sparrow
Zonotrichia querula,Harris's Sparrow
Zonotrichia albicollis,White-throated Sparrow
Artemisiospiza nevadensis,Sagebrush Sparrow
Artemisiospiza belli,Bell's Sparrow
Oriturus superciliosus,Striped Sparrow
Pooecetes gramineus,Vesper Sparrow
Ammospiza leconteii,LeConte's Sparrow
Ammospiza maritima,Seaside Sparrow
Ammospiza nelsoni,Nelson's Sparrow
Ammospiza caudacuta,Saltmarsh Sparrow
Passerculus sandwichensis,Savannah Sparrow
Centronyx bairdii,Baird's Sparrow
Centronyx henslowii,Henslow's Sparrow
Xenospiza baileyi,Sierra Madre Sparrow
Melospiza melodia,Song Sparrow
Melospiza lincolnii,Lincoln's Sparrow
Melospiza georgiana,Swamp Sparrow
Pezopetes capitalis,Large-footed Finch
Torreornis inexpectata,Zapata Sparrow
Melozone kieneri,Rusty-crowned Ground-Sparrow
Melozone fusca,Canyon Towhee
Melozone albicollis,White-throated Towhee
Melozone aberti,Abert's Towhee
Melozone crissalis,California Towhee
Melozone leucotis,White-eared Ground-Sparrow
Melozone biarcuata,White-faced Ground-Sparrow
Melozone cabanisi,Cabanis's Ground-Sparrow
Aimophila rufescens,Rusty Sparrow
Aimophila ruficeps,Rufous-crowned Sparrow
Aimophila notosticta,Oaxaca Sparrow
Pipilo chlorurus,Green-tailed Towhee
Pipilo maculatus,Spotted Towhee
Pipilo erythrophthalmus,Eastern Towhee
Pipilo naufragus,Bermuda Towhee
Pipilo ocai,Collared Towhee
Atlapetes pileatus,Rufous-capped Brushfinch
Atlapetes albinucha,White-naped Brushfinch
Atlapetes tibialis,Yellow-thighed Brushfinch
Atlapetes luteoviridis,Yellow-green Brushfinch
Atlapetes albofrenatus,Moustached Brushfinch
Atlapetes personatus,Tepui Brushfinch
Atlapetes melanocephalus,Santa Marta Brushfinch
Atlapetes semirufus,Ochre-breasted Brushfinch
Atlapetes flaviceps,Yellow-headed Brushfinch
Atlapetes fuscoolivaceus,Dusky-headed Brushfinch
Atlapetes leucopis,White-rimmed Brushfinch
Atlapetes albiceps,White-headed Brushfinch
Atlapetes rufigenis,Rufous-eared Brushfinch
Atlapetes tricolor,Tricolored Brushfinch
Atlapetes schistaceus,Slaty Brushfinch
Atlapetes pallidinucha,Pale-naped Brushfinch
Atlapetes blancae,Antioquia Brushfinch
Atlapetes latinuchus,Yellow-breasted Brushfinch
Atlapetes leucopterus,White-winged Brushfinch
Atlapetes pallidiceps,Pale-headed Brushfinch
Atlapetes seebohmi,Bay-crowned Brushfinch
Atlapetes nationi,Rusty-bellied Brushfinch
Atlapetes forbesi,Apurimac Brushfinch
Atlapetes melanopsis,Black-spectacled Brushfinch
Atlapetes terborghi,Vilcabamba Brushfinch
Atlapetes canigenis,Cuzco Brushfinch
Atlapetes melanolaemus,Black-faced Brushfinch
Atlapetes rufinucha,Bolivian Brushfinch
Atlapetes fulviceps,Fulvous-headed Brushfinch
Atlapetes citrinellus,Yellow-striped Brushfinch
Calyptophilus tertius,Western Chat-Tanager
Calyptophilus frugivorus,Eastern Chat-Tanager
Phaenicophilus palmarum,Black-crowned Palm-Tanager
Phaenicophilus poliocephalus,Gray-crowned Palm-Tanager
Xenoligea montana,White-winged Warbler
Microligea palustris,Green-tailed Warbler
Nesospingus speculiferus,Puerto Rican Tanager
Spindalis zena,Western Spindalis
Spindalis nigricephala,Jamaican Spindalis
Spindalis dominicensis,Hispaniolan Spindalis
Spindalis portoricensis,Puerto Rican Spindalis
Zeledonia coronata,Wrenthrush
Teretistris fernandinae,Yellow-headed Warbler
Teretistris fornsi,Oriente Warbler
Icteria virens,Yellow-breasted Chat
Xanthocephalus xanthocephalus,Yellow-headed Blackbird
Dolichonyx oryzivorus,Bobolink
Sturnella neglecta,Western Meadowlark
Sturnella magna,Eastern Meadowlark
Leistes militaris,Red-breasted Meadowlark
Leistes superciliaris,White-browed Meadowlark
Leistes bellicosus,Peruvian Meadowlark
Leistes defilippii,Pampas Meadowlark
Leistes loyca,Long-tailed Meadowlark
Amblycercus holosericeus,Yellow-billed Cacique
Cassiculus melanicterus,Yellow-winged Cacique
Psarocolius angustifrons,Russet-backed Oropendola
Psarocolius atrovirens,Dusky-green Oropendola
Psarocolius viridis,Green Oropendola
Psarocolius decumanus,Crested Oropendola
Psarocolius wagleri,Chestnut-headed Oropendola
Psarocolius montezuma,Montezuma Oropendola
Psarocolius guatimozinus,Black Oropendola
Psarocolius cassini,Baudo Oropendola
Psarocolius bifasciatus,Olive Oropendola
Cacicus solitarius,Solitary Black Cacique
Cacicus chrysopterus,Golden-winged Cacique
Cacicus sclateri,Ecuadorian Cacique
Cacicus koepckeae,Selva Cacique
Cacicus uropygialis,Scarlet-rumped Cacique
Cacicus cela,Yellow-rumped Cacique
Cacicus chrysonotus,Mountain Cacique
Cacicus latirostris,Band-tailed Cacique
Cacicus haemorrhous,Red-rumped Cacique
Cacicus oseryi,Casqued Cacique
Icterus dominicensis,Hispaniolan Oriole
Icterus melanopsis,Cuban Oriole
Icterus northropi,Bahama Oriole
Icterus portoricensis,Puerto Rican Oriole
Icterus laudabilis,St. Lucia Oriole
Icterus oberi,Montserrat Oriole
Icterus bonana,Martinique Oriole
Icterus wagleri,Black-vented Oriole
Icterus maculialatus,Bar-winged Oriole
Icterus prosthemelas,Black-cowled Oriole
Icterus spurius,Orchard Oriole
Icterus cucullatus,Hooded Oriole
Icterus chrysater,Yellow-backed Oriole
Icterus auricapillus,Orange-crowned Oriole
Icterus graceannae,White-edged Oriole
Icterus mesomelas,Yellow-tailed Oriole
Icterus cayanensis,Epaulet Oriole
Icterus pyrrhopterus,Variable Oriole
Icterus icterus,Venezuelan Troupial
Icterus jamacaii,Campo Troupial
Icterus croconotus,Orange-backed Troupial
Icterus pustulatus,Streak-backed Oriole
Icterus bullockii,Bullock's Oriole
Icterus auratus,Orange Oriole
Icterus leucopteryx,Jamaican Oriole
Icterus nigrogularis,Yellow Oriole
Icterus pectoralis,Spot-breasted Oriole
Icterus gularis,Altamira Oriole
Icterus graduacauda,Audubon's Oriole
Icterus galbula,Baltimore Oriole
Icterus abeillei,Black-backed Oriole
Icterus parisorum,Scott's Oriole
Nesopsar nigerrimus,Jamaican Blackbird
Agelaius phoeniceus,Red-winged Blackbird
Agelaius assimilis,Red-shouldered Blackbird
Agelaius tricolor,Tricolored Blackbird
Agelaius humeralis,Tawny-shouldered Blackbird
Agelaius xanthomus,Yellow-shouldered Blackbird
Molothrus rufoaxillaris,Screaming Cowbird
Molothrus bonariensis,Shiny Cowbird
Molothrus aeneus,Bronzed Cowbird
Molothrus ater,Brown-headed Cowbird
Molothrus oryzivorus,Giant Cowbird
Dives dives,Melodious Blackbird
Dives warczewiczi,Scrub Blackbird
Ptiloxena atroviolacea,Cuban Blackbird
Euphagus carolinus,Rusty Blackbird
Euphagus cyanocephalus,Brewer's Blackbird
Quiscalus quiscula,Common Grackle
Quiscalus major,Boat-tailed Grackle
Quiscalus mexicanus,Great-tailed Grackle
Quiscalus palustris,Slender-billed Grackle
Quiscalus nicaraguensis,Nicaraguan Grackle
Quiscalus niger,Greater Antillean Grackle
Quiscalus lugubris,Carib Grackle
Hypopyrrhus pyrohypogaster,Red-bellied Grackle
Lampropsar tanagrinus,Velvet-fronted Grackle
Gymnomystax mexicanus,Oriole Blackbird
Macroagelaius subalaris,Mountain Grackle
Macroagelaius imthurni,Golden-tufted Grackle
Curaeus curaeus,Austral Blackbird
Amblyramphus holosericeus,Scarlet-headed Blackbird
Anumara forbesi,Forbes's Blackbird
Gnorimopsar chopi,Chopi Blackbird
Oreopsar bolivianus,Bolivian Blackbird
Agelaioides badius,Grayish Baywing
Agelaioides fringillarius,Pale Baywing
Agelasticus xanthophthalmus,Pale-eyed Blackbird
Agelasticus cyanopus,Unicolored Blackbird
Agelasticus thilius,Yellow-winged Blackbird
Chrysomus ruficapillus,Chestnut-capped Blackbird
Chrysomus icterocephalus,Yellow-hooded Blackbird
Xanthopsar flavus,Saffron-cowled Blackbird
Pseudoleistes guirahuro,Yellow-rumped Marshbird
Pseudoleistes virescens,Brown-and-yellow Marshbird
Seiurus aurocapilla,Ovenbird
Helmitheros vermivorum,Worm-eating Warbler
Parkesia motacilla,Louisiana Waterthrush
Parkesia noveboracensis,Northern Waterthrush
Vermivora bachmanii,Bachman's Warbler
Vermivora chrysoptera,Golden-winged Warbler
Vermivora cyanoptera,Blue-winged Warbler
Mniotilta varia,Black-and-white Warbler
Protonotaria citrea,Prothonotary Warbler
Limnothlypis swainsonii,Swainson's Warbler
Oreothlypis superciliosa,Crescent-chested Warbler
Oreothlypis gutturalis,Flame-throated Warbler
Leiothlypis peregrina,Tennessee Warbler
Leiothlypis celata,Orange-crowned Warbler
Leiothlypis crissalis,Colima Warbler
Leiothlypis luciae,Lucy's Warbler
Leiothlypis ruficapilla,Nashville Warbler
Leiothlypis virginiae,Virginia's Warbler
Leucopeza semperi,Semper's Warbler
Oporornis agilis,Connecticut Warbler
Geothlypis poliocephala,Gray-crowned Yellowthroat
Geothlypis aequinoctialis,Masked Yellowthroat
Geothlypis tolmiei,MacGillivray's Warbler
Geothlypis philadelphia,Mourning Warbler
Geothlypis formosa,Kentucky Warbler
Geothlypis semiflava,Olive-crowned Yellowthroat
Geothlypis speciosa,Black-polled Yellowthroat
Geothlypis beldingi,Belding's Yellowthroat
Geothlypis rostrata,Bahama Yellowthroat
Geothlypis flavovelata,Altamira Yellowthroat
Geothlypis trichas,Common Yellowthroat
Geothlypis nelsoni,Hooded Yellowthroat
Catharopeza bishopi,Whistling Warbler
Setophaga plumbea,Plumbeous Warbler
Setophaga angelae,Elfin-woods Warbler
Setophaga pharetra,Arrowhead Warbler
Setophaga citrina,Hooded Warbler
Setophaga ruticilla,American Redstart
Setophaga kirtlandii,Kirtland's Warbler
Setophaga tigrina,Cape May Warbler
Setophaga cerulea,Cerulean Warbler
Setophaga americana,Northern Parula
Setophaga pitiayumi,Tropical Parula
Setophaga magnolia,Magnolia Warbler
Setophaga castanea,Bay-breasted Warbler
Setophaga fusca,Blackburnian Warbler
Setophaga petechia,Yellow Warbler
Setophaga pensylvanica,Chestnut-sided Warbler
Setophaga striata,Blackpoll Warbler
Setophaga caerulescens,Black-throated Blue Warbler
Setophaga palmarum,Palm Warbler
Setophaga pityophila,Olive-capped Warbler
Setophaga pinus,Pine Warbler
Setophaga coronata,Yellow-rumped Warbler
Setophaga dominica,Yellow-throated Warbler
Setophaga flavescens,Bahama Warbler
Setophaga vitellina,Vitelline Warbler
Setophaga discolor,Prairie Warbler
Setophaga adelaidae,Adelaide's Warbler
Setophaga subita,Barbuda Warbler
Setophaga delicata,St. Lucia Warbler
Setophaga graciae,Grace's Warbler
Setophaga nigrescens,Black-throated Gray Warbler
Setophaga townsendi,Townsend's Warbler
Setophaga occidentalis,Hermit Warbler
Setophaga chrysoparia,Golden-cheeked Warbler
Setophaga virens,Black-throated Green Warbler
Basileuterus lachrymosus,Fan-tailed Warbler
Basileuterus rufifrons,Rufous-capped Warbler
Basileuterus delattrii,Chestnut-capped Warbler
Basileuterus melanogenys,Black-cheeked Warbler
Basileuterus ignotus,Pirre Warbler
Basileuterus belli,Golden-browed Warbler
Basileuterus culicivorus,Golden-crowned Warbler
Basileuterus melanotis,Costa Rican Warbler
Basileuterus tacarcunae,Tacarcuna Warbler
Basileuterus tristriatus,Three-striped Warbler
Basileuterus trifasciatus,Three-banded Warbler
Basileuterus griseiceps,Gray-headed Warbler
Myiothlypis basilica,Santa Marta Warbler
Myiothlypis luteoviridis,Citrine Warbler
Myiothlypis leucophrys,White-striped Warbler
Myiothlypis flaveola,Flavescent Warbler
Myiothlypis leucoblephara,White-browed Warbler
Myiothlypis signata,Pale-legged Warbler
Myiothlypis nigrocristata,Black-crested Warbler
Myiothlypis fulvicauda,Buff-rumped Warbler
Myiothlypis rivularis,Riverbank Warbler
Myiothlypis bivittata,Two-banded Warbler
Myiothlypis chrysogaster,Golden-bellied Warbler
Myiothlypis cinereicollis,Gray-throated Warbler
Myiothlypis conspicillata,White-lored Warbler
Myiothlypis fraseri,Gray-and-gold Warbler
Myiothlypis coronata,Russet-crowned Warbler
Cardellina canadensis,Canada Warbler
Cardellina pusilla,Wilson's Warbler
Cardellina rubrifrons,Red-faced Warbler
Cardellina rubra,Red Warbler
Cardellina versicolor,Pink-headed Warbler
Myioborus pictus,Painted Redstart
Myioborus miniatus,Slate-throated Redstart
Myioborus brunniceps,Brown-capped Redstart
Myioborus castaneocapilla,Tepui Redstart
Myioborus pariae,Paria Redstart
Myioborus cardonai,Saffron-breasted Redstart
Myioborus albifacies,White-faced Redstart
Myioborus torquatus,Collared Redstart
Myioborus flavivertex,Yellow-crowned Redstart
Myioborus ornatus,Golden-fronted Redstart
Myioborus melanocephalus,Spectacled Redstart
Myioborus albifrons,White-fronted Redstart
Mitrospingus cassinii,Dusky-faced Tanager
Mitrospingus oleagineus,Olive-backed Tanager
Lamprospiza melanoleuca,Red-billed Pied Tanager
Orthogonys chloricterus,Olive-green Tanager
Piranga roseogularis,Rose-throated Tanager
Piranga flava,Hepatic Tanager
Piranga rubra,Summer Tanager
Piranga olivacea,Scarlet Tanager
Piranga ludoviciana,Western Tanager
Piranga bidentata,Flame-colored Tanager
Piranga leucoptera,White-winged Tanager
Piranga erythrocephala,Red-headed Tanager
Piranga rubriceps,Red-hooded Tanager
Habia rubica,Red-crowned Ant-Tanager
Habia fuscicauda,Red-throated Ant-Tanager
Habia gutturalis,Sooty Ant-Tanager
Habia atrimaxillaris,Black-cheeked Ant-Tanager
Habia cristata,Crested Ant-Tanager
Chlorothraupis carmioli,Carmiol's Tanager
Chlorothraupis olivacea,Lemon-spectacled Tanager
Chlorothraupis stolzmanni,Ochre-breasted Tanager
Caryothraustes poliogaster,Black-faced Grosbeak
Caryothraustes canadensis,Yellow-green Grosbeak
Periporphyrus erythromelas,Red-and-black Grosbeak
Rhodothraupis celaeno,Crimson-collared Grosbeak
Cardinalis phoeniceus,Vermilion Cardinal
Cardinalis cardinalis,Northern Cardinal
Cardinalis sinuatus,Pyrrhuloxia
Pheucticus chrysopeplus,Yellow Grosbeak
Pheucticus chrysogaster,Golden Grosbeak
Pheucticus tibialis,Black-thighed Grosbeak
Pheucticus aureoventris,Black-backed Grosbeak
Pheucticus ludovicianus,Rose-breasted Grosbeak
Pheucticus melanocephalus,Black-headed Grosbeak
Granatellus venustus,Red-breasted Chat
Granatellus sallaei,Gray-throated Chat
Granatellus pelzelni,Rose-breasted Chat
Amaurospiza concolor,Blue Seedeater
Amaurospiza carrizalensis,Carrizal Seedeater
Amaurospiza moesta,Blackish-blue Seedeater
Cyanoloxia glaucocaerulea,Glaucous-blue Grosbeak
Cyanoloxia cyanoides,Blue-black Grosbeak
Cyanoloxia rothschildii,Amazonian Grosbeak
Cyanoloxia brissonii,Ultramarine Grosbeak
Cyanocompsa parellina,Blue Bunting
Passerina caerulea,Blue Grosbeak
Passerina amoena,Lazuli Bunting
Passerina cyanea,Indigo Bunting
Passerina rositae,Rose-bellied Bunting
Passerina leclancherii,Orange-breasted Bunting
Passerina versicolor,Varied Bunting
Passerina ciris,Painted Bunting
Spiza americana,Dickcissel
Orchesticus abeillei,Brown Tanager
Paroaria coronata,Red-crested Cardinal
Paroaria dominicana,Red-cowled Cardinal
Paroaria nigrogenis,Masked Cardinal
Paroaria gularis,Red-capped Cardinal
Paroaria baeri,Crimson-fronted Cardinal
Paroaria capitata,Yellow-billed Cardinal
Schistochlamys melanopis,Black-faced Tanager
Schistochlamys ruficapillus,Cinnamon Tanager
Cissopis leverianus,Magpie Tanager
Neothraupis fasciata,White-banded Tanager
Conothraupis speculigera,Black-and-white Tanager
Conothraupis mesoleuca,Cone-billed Tanager
Compsothraupis loricata,Scarlet-throated Tanager
Sericossypha albocristata,White-capped Tanager
Nemosia pileata,Hooded Tanager
Nemosia rourei,Cherry-throated Tanager
Creurgops verticalis,Rufous-crested Tanager
Creurgops dentatus,Slaty Tanager
Kleinothraupis atropileus,Black-capped Hemispingus
Kleinothraupis calophrys,Orange-browed Hemispingus
Kleinothraupis parodii,Parodi's Hemispingus
Kleinothraupis reyi,Gray-capped Hemispingus
Sphenopsis frontalis,Oleaginous Hemispingus
Sphenopsis melanotis,Black-eared Hemispingus
Thlypopsis sordida,Orange-headed Tanager
Thlypopsis inornata,Buff-bellied Tanager
Thlypopsis fulviceps,Fulvous-headed Tanager
Thlypopsis pyrrhocoma,Chestnut-headed Tanager
Thlypopsis ruficeps,Rust-and-yellow Tanager
Thlypopsis superciliaris,Superciliaried Hemispingus
Thlypopsis ornata,Rufous-chested Tanager
Thlypopsis pectoralis,Brown-flanked Tanager
Microspingus alticola,Plain-tailed Warbling Finch
Microspingus erythrophrys,Rusty-browed Warbling Finch
Microspingus lateralis,Buff-throated Warbling Finch
Microspingus cabanisi,Gray-throated Warbling Finch
Microspingus torquatus,Ringed Warbling Finch
Microspingus melanoleucus,Black-capped Warbling Finch
Microspingus cinereus,Cinereous Warbling Finch
Microspingus trifasciatus,Three-striped Hemispingus
Nephelornis oneilli,Pardusco
Trichothraupis melanops,Black-goggled Tanager
Eucometis penicillata,Gray-headed Tanager
Loriotus cristatus,Flame-crested Tanager
Loriotus rufiventer,Yellow-crested Tanager
Loriotus luctuosus,White-shouldered Tanager
Tachyphonus surinamus,Fulvous-crested Tanager
Tachyphonus delatrii,Tawny-crested Tanager
Tachyphonus coronatus,Ruby-crowned Tanager
Tachyphonus rufus,White-lined Tanager
Tachyphonus phoenicius,Red-shouldered Tanager
Lanio fulvus,Fulvous Shrike-Tanager
Lanio versicolor,White-winged Shrike-Tanager
Lanio aurantius,Black-throated Shrike-Tanager
Lanio leucothorax,White-throated Shrike-Tanager
Ramphocelus sanguinolentus,Crimson-collared Tanager
Ramphocelus flammigerus,Flame-rumped Tanager
Ramphocelus passerinii,Scarlet-rumped Tanager
Ramphocelus bresilius,Brazilian Tanager
Ramphocelus melanogaster,Black-bellied Tanager
Ramphocelus carbo,Silver-beaked Tanager
Ramphocelus nigrogularis,Masked Crimson Tanager
Ramphocelus dimidiatus,Crimson-backed Tanager
Calochaetes coccineus,Vermilion Tanager
Cyanicterus cyanicterus,Blue-backed Tanager
Bangsia arcaei,Blue-and-gold Tanager
Bangsia melanochlamys,Black-and-gold Tanager
Bangsia rothschildi,Golden-chested Tanager
Bangsia edwardsi,Moss-backed Tanager
Bangsia aureocincta,Gold-ringed Tanager
Bangsia flavovirens,Yellow-green Tanager
Wetmorethraupis sterrhopteron,Orange-throated Tanager
Buthraupis montana,Hooded Mountain Tanager
Sporathraupis cyanocephala,Blue-capped Tanager
Tephrophilus wetmorei,Masked Mountain Tanager
Chlorornis riefferii,Grass-green Tanager
Cnemathraupis eximia,Black-chested Mountain Tanager
Cnemathraupis aureodorsalis,Golden-backed Mountain Tanager
Anisognathus melanogenys,Black-cheeked Mountain Tanager
Anisognathus lacrymosus,Lacrimose Mountain Tanager
Anisognathus igniventris,Scarlet-bellied Mountain Tanager
Anisognathus somptuosus,Blue-winged Mountain Tanager
Anisognathus notabilis,Black-chinned Mountain Tanager
Dubusia taeniata,Buff-breasted Mountain Tanager
Dubusia castaneoventris,Chestnut-bellied Mountain Tanager
Pseudosaltator rufiventris,Rufous-bellied Mountain Tanager
Stephanophorus diadematus,Diademed Tanager
Iridosornis porphyrocephalus,Purplish-mantled Tanager
Iridosornis analis,Yellow-throated Tanager
Iridosornis jelskii,Golden-collared Tanager
Iridosornis rufivertex,Golden-crowned Tanager
Iridosornis reinhardti,Yellow-scarfed Tanager
Pipraeidea melanonota,Fawn-breasted Tanager
Rauenia bonariensis,Blue-and-yellow Tanager
Chlorochrysa phoenicotis,Glistening-green Tanager
Chlorochrysa calliparaea,Orange-eared Tanager
Chlorochrysa nitidissima,Multicolored Tanager
Thraupis episcopus,Blue-gray Tanager
Thraupis sayaca,Sayaca Tanager
Thraupis glaucocolpa,Glaucous Tanager
Thraupis cyanoptera,Azure-shouldered Tanager
Thraupis ornata,Golden-chevroned Tanager
Thraupis abbas,Yellow-winged Tanager
Thraupis palmarum,Palm Tanager
Ixothraupis varia,Dotted Tanager
Ixothraupis rufigula,Rufous-throated Tanager
Ixothraupis guttata,Speckled Tanager
Ixothraupis xanthogastra,Yellow-bellied Tanager
Ixothraupis punctata,Spotted Tanager
Chalcothraupis ruficervix,Golden-naped Tanager
Poecilostreptus cabanisi,Azure-rumped Tanager
Poecilostreptus palmeri,Gray-and-gold Tanager
Stilpnia cyanoptera,Black-headed Tanager
Stilpnia viridicollis,Silvery Tanager
Stilpnia heinei,Black-capped Tanager
Stilpnia argyrofenges,Green-throated Tanager
Stilpnia phillipsi,Sira Tanager
Stilpnia peruviana,Black-backed Tanager
Stilpnia preciosa,Chestnut-backed Tanager
Stilpnia meyerdeschauenseei,Green-capped Tanager
Stilpnia cayana,Burnished-buff Tanager
Stilpnia cucullata,Lesser Antillean Tanager
Stilpnia vitriolina,Scrub Tanager
Stilpnia nigrocincta,Masked Tanager
Stilpnia larvata,Golden-hooded Tanager
Stilpnia cyanicollis,Blue-necked Tanager
Tangara vassorii,Blue-and-black Tanager
Tangara nigroviridis,Beryl-spangled Tanager
Tangara dowii,Spangle-cheeked Tanager
Tangara fucosa,Green-naped Tanager
Tangara labradorides,Metallic-green Tanager
Tangara cyanotis,Blue-browed Tanager
Tangara inornata,Plain-colored Tanager
Tangara mexicana,Turquoise Tanager
Tangara chilensis,Paradise Tanager
Tangara velia,Opal-rumped Tanager
Tangara callophrys,Opal-crowned Tanager
Tangara seledon,Green-headed Tanager
Tangara fastuosa,Seven-colored Tanager
Tangara cyanocephala,Red-necked Tanager
Tangara desmaresti,Brassy-breasted Tanager
Tangara cyanoventris,Gilt-edged Tanager
Tangara lavinia,Rufous-winged Tanager
Tangara gyrola,Bay-headed Tanager
Tangara rufigenis,Rufous-cheeked Tanager
Tangara chrysotis,Golden-eared Tanager
Tangara xanthocephala,Saffron-crowned Tanager
Tangara parzudakii,Flame-faced Tanager
Tangara schrankii,Green-and-gold Tanager
Tangara johannae,Blue-whiskered Tanager
Tangara arthus,Golden Tanager
Tangara florida,Emerald Tanager
Tangara icterocephala,Silver-throated Tanager
Tersina viridis,Swallow Tanager
Dacnis albiventris,White-bellied Dacnis
Dacnis lineata,Black-faced Dacnis
Dacnis flaviventer,Yellow-bellied Dacnis
Dacnis hartlaubi,Turquoise Dacnis
Dacnis nigripes,Black-legged Dacnis
Dacnis venusta,Scarlet-thighed Dacnis
Dacnis cayana,Blue Dacnis
Dacnis viguieri,Viridian Dacnis
Dacnis berlepschi,Scarlet-breasted Dacnis
Cyanerpes nitidus,Short-billed Honeycreeper
Cyanerpes lucidus,Shining Honeycreeper
Cyanerpes caeruleus,Purple Honeycreeper
Cyanerpes cyaneus,Red-legged Honeycreeper
Chlorophanes spiza,Green Honeycreeper
Iridophanes pulcherrimus,Golden-collared Honeycreeper
Heterospingus rubrifrons,Sulphur-rumped Tanager
Heterospingus xanthopygius,Scarlet-browed Tanager
Hemithraupis guira,Guira Tanager
Hemithraupis ruficapilla,Rufous-headed Tanager
Hemithraupis flavicollis,Yellow-backed Tanager
Chrysothlypis chrysomelas,Black-and-yellow Tanager
Chrysothlypis salmoni,Scarlet-and-white Tanager
Conirostrum bicolor,Bicolored Conebill
Conirostrum margaritae,Pearly-breasted Conebill
Conirostrum speciosum,Chestnut-vented Conebill
Conirostrum leucogenys,White-eared Conebill
Conirostrum binghami,Giant Conebill
Conirostrum ferrugineiventre,White-browed Conebill
Conirostrum sitticolor,Blue-backed Conebill
Conirostrum albifrons,Capped Conebill
Conirostrum tamarugense,Tamarugo Conebill
Conirostrum rufum,Rufous-browed Conebill
Conirostrum cinereum,Cinereous Conebill
Diglossa gloriosissima,Chestnut-bellied Flowerpiercer
Diglossa lafresnayii,Glossy Flowerpiercer
Diglossa mystacalis,Moustached Flowerpiercer
Diglossa gloriosa,Merida Flowerpiercer
Diglossa humeralis,Black Flowerpiercer
Diglossa brunneiventris,Black-throated Flowerpiercer
Diglossa carbonaria,Gray-bellied Flowerpiercer
Diglossa venezuelensis,Venezuelan Flowerpiercer
Diglossa albilatera,White-sided Flowerpiercer
Diglossa duidae,Scaled Flowerpiercer
Diglossa major,Greater Flowerpiercer
Diglossa indigotica,Indigo Flowerpiercer
Diglossa baritula,Cinnamon-bellied Flowerpiercer
Diglossa plumbea,Slaty Flowerpiercer
Diglossa sittoides,Rusty Flowerpiercer
Diglossa glauca,Deep-blue Flowerpiercer
Diglossa caerulescens,Bluish Flowerpiercer
Diglossa cyanea,Masked Flowerpiercer
Catamblyrhynchus diadema,Plushcap
Urothraupis stolzmanni,Black-backed Bush Tanager
